url,name,from,to,pos,ht,wt,dob,college,active
/players/b/bellch01.html,Charlie Bell,2002,2011,G,6-3,200,"March 12, 1979",Michigan State University,False
/players/b/bellde01.html,Dennis Bell,1974,1976,F,6-5,185,"June 2, 1951",Drake University,False
/players/b/bellra01.html,Raja Bell,2001,2012,G,6-5,204,"September 19, 1976",Florida International University,False
/players/b/belltr01.html,Troy Bell,2004,2004,G,6-1,180,"November 10, 1980",Boston College,False
/players/b/bellwh01.html,Whitey Bell,1960,1961,G,6-0,180,"September 13, 1932",North Carolina State University,False
/players/b/bellawa01.html,Walt Bellamy*,1962,1975,C,6-11,225,"July 24, 1939",Indiana University,False
/players/b/bemorir01.html,Irv Bemoras,1954,1957,F-G,6-3,185,"November 18, 1930",University of Illinois at Urbana-Champaign,False
/players/b/benbole01.html,Leon Benbow,1975,1976,G,6-4,185,"July 23, 1950",Jacksonville University,False
/players/b/bendejo01.html,Jonathan Bender,2000,2010,F,6-11,202,"January 30, 1981",,False
/players/b/benjabe01.html,Benoit Benjamin,1986,2000,C,7-0,250,"November 22, 1964",Creighton University,False
/players/b/benjaco01.html,Corey Benjamin,1999,2003,G,6-6,200,"February 24, 1978",Oregon State University,False
/players/b/bennean01.html,Anthony Bennett,2014,2015,F,6-8,240,"March 14, 1993","University of Nevada, Las Vegas",True
/players/b/benneel01.html,Elmer Bennett,1995,1997,G,6-0,170,"February 13, 1970",University of Notre Dame,False
/players/b/bennema01.html,Mario Bennett,1996,2000,F,6-6,235,"August 1, 1973",Arizona State University,False
/players/b/benneme01.html,Mel Bennett,1976,1982,F,6-7,200,"January 4, 1955",University of Pittsburgh,False
/players/b/bennesp01.html,Spider Bennett,1969,1969,G,6-3,190,"August 4, 1943",Winston-Salem State University,False
/players/b/benneto01.html,Tony Bennett,1993,1995,G,6-0,175,"June 1, 1969",University of Wisconsin-Green Bay,False
/players/b/bennewi01.html,Winston Bennett,1990,1992,F,6-7,210,"February 9, 1965",University of Kentucky,False
/players/b/benoida01.html,David Benoit,1992,2001,F,6-8,220,"May 9, 1968",University of Alabama,False
/players/b/bensoke02.html,Keith Benson,2012,2012,C,6-11,230,"August 13, 1988",Oakland University,False
/players/b/bensoke01.html,Kent Benson,1978,1988,C,6-10,235,"December 27, 1954",Indiana University,False
/players/b/bercege01.html,Gene Berce,1950,1950,G-F,5-11,175,"November 22, 1926",Marquette University,False
/players/b/bergega01.html,Gary Bergen,1957,1957,C,6-8,210,"July 16, 1932",University of Utah,False
/players/b/berghla01.html,Larry Bergh,1970,1970,F,6-8,210,"April 2, 1945",Weber State University,False
/players/b/berryri01.html,Ricky Berry,1989,1989,F,6-8,205,"October 6, 1964",San Jose State University,False
/players/b/berrywa01.html,Walter Berry,1987,1989,F,6-8,215,"May 14, 1964",St. John's University,False
/players/b/beshode01.html,Del Beshore,1979,1980,G,5-11,165,"November 29, 1956",California University of Pennslyvania,False
/players/b/besttr01.html,Travis Best,1996,2005,G,5-11,182,"July 12, 1972",Georgia Institute of Technology,False
/players/b/beverpa01.html,Patrick Beverley,2013,2015,G,6-1,180,"July 12, 1988",University of Arkansas,True
/players/b/bialowe01.html,Wesley Bialosuknia,1968,1968,G,6-2,185,"June 8, 1945",University of Connecticut,False
/players/b/biancal01.html,Al Bianchi,1957,1966,G,6-3,185,"March 26, 1932",Bowling Green State University,False
/players/b/biasaha01.html,Hank Biasatti,1947,1947,G,5-11,175,"January 14, 1922",Long Island University,False
/players/b/bibbyhe01.html,Henry Bibby,1973,1981,G,6-1,185,"November 24, 1949","University of California, Los Angeles",False
/players/b/bibbymi01.html,Mike Bibby,1999,2012,G,6-1,190,"May 13, 1978",University of Arizona,False
/players/b/biedeed01.html,Ed Biedenbach,1969,1969,G,6-1,175,"August 12, 1945",North Carolina State University,False
/players/b/biedran01.html,Andris Biedrins,2005,2014,C,6-11,240,"April 2, 1986",,True
/players/b/bielkdo01.html,Don Bielke,1956,1956,C,6-7,240,,Valparaiso University,False
/players/b/bigelbo01.html,Bob Bigelow,1976,1979,F-G,6-7,215,"December 26, 1953",University of Pennsylvania,False
/players/b/billili01.html,Lionel Billingy,1975,1975,F-C,6-9,215,"August 31, 1952",Duquesne University,False
/players/b/billuch01.html,Chauncey Billups,1998,2014,G,6-3,202,"September 25, 1976",University of Colorado,False
/players/b/bingda01.html,Dave Bing*,1967,1978,G,6-3,180,"November 24, 1943",Syracuse University,False
/players/b/biniojo01.html,Joe Binion,1987,1987,F,6-8,235,"March 26, 1961",North Carolina Agricultural and Technical State University,False
/players/b/birdje01.html,Jerry Bird,1959,1959,F,6-6,210,"February 2, 1935",University of Kentucky,False
/players/b/birdla01.html,Larry Bird*,1980,1992,F,6-9,220,"December 7, 1956",Indiana State University,False
/players/b/birdsot01.html,Otis Birdsong,1978,1989,G,6-3,190,"December 9, 1955",University of Houston,False
/players/b/bishoga01.html,Gale Bishop,1949,1949,F,6-3,195,"June 4, 1922",Washington State University,False
/players/b/biyombi01.html,Bismack Biyombo,2012,2015,F,6-9,229,"August 28, 1992",,True
/players/b/blabuw01.html,Uwe Blab,1986,1990,C,7-1,252,"March 26, 1962",Indiana University,False
/players/b/blackch01.html,Charlie Black,1949,1952,F-C,6-5,200,"June 15, 1921",University of Kansas,False
/players/b/blackno01.html,Norman Black,1981,1981,G,6-5,185,"November 12, 1957",Saint Joseph's University,False
/players/b/blackta01.html,Tarik Black,2015,2015,F,6-11,250,"November 22, 1991",University of Kansas,True
/players/b/blackto01.html,Tom Black,1971,1971,C,6-10,220,"July 9, 1941",South Dakota State University,False
/players/b/blackro01.html,Rolando Blackman,1982,1994,G,6-6,190,"February 26, 1959",Kansas State University,False
/players/b/blackal01.html,Alex Blackwell,1993,1993,F,6-6,250,"June 27, 1970",Monmouth University,False
/players/b/blackco01.html,Cory Blackwell,1985,1985,F,6-6,210,"March 27, 1963",University of Wisconsin,False
/players/b/blackja01.html,James Blackwell,1995,1995,G,6-0,190,"February 25, 1968",Dartmouth College,False
/players/b/blackna01.html,Nate Blackwell,1988,1988,G,6-4,170,"February 15, 1965",Temple University,False
/players/b/blairde01.html,DeJuan Blair,2010,2015,F,6-7,265,"April 22, 1989",University of Pittsburgh,True
/players/b/blakest01.html,Steve Blake,2004,2015,G,6-3,172,"February 26, 1980",University of Maryland,True
/players/b/blalowi01.html,Will Blalock,2007,2007,G,6-0,205,"September 8, 1983",Iowa State University,False
/players/b/blanege01.html,George Blaney,1962,1962,G,6-1,175,"November 12, 1939",College of the Holy Cross,False
/players/b/blankla01.html,Lance Blanks,1991,1993,G,6-4,190,"September 9, 1966",University of Texas at Austin,False
/players/b/blantri01.html,Ricky Blanton,1993,1993,F,6-7,215,"April 21, 1966",Louisiana State University,False
/players/b/blatcan01.html,Andray Blatche,2006,2014,F,6-11,235,"August 22, 1986",,True
/players/b/blaylmo01.html,Mookie Blaylock,1990,2002,G,6-0,180,"March 20, 1967",University of Oklahoma,False
/players/b/bledser01.html,Eric Bledsoe,2011,2015,G,6-1,190,"December 9, 1989",University of Kentucky,True
/players/b/blevile01.html,Leon Blevins,1951,1951,G,6-2,160,"June 25, 1926",University of Arizona,False
/players/b/blockjo01.html,John Block,1967,1976,F-C,6-9,207,"April 16, 1944",University of Southern California,False
/players/b/bloommi01.html,Mike Bloom,1948,1949,F-C,6-6,190,"January 14, 1915",Temple University,False
/players/b/blounco01.html,Corie Blount,1994,2004,F,6-9,240,"January 4, 1969",University of Cincinnati,False
/players/b/blounma01.html,Mark Blount,2001,2009,C,7-0,230,"November 30, 1975",University of Pittsburgh,False
/players/b/blueva01.html,Vander Blue,2014,2014,G,6-4,200,"July 17, 1992",Marquette University,True
/players/b/blumera01.html,Ray Blume,1982,1982,G,6-4,185,"September 23, 1958",Oregon State University,False
/players/b/bobbne01.html,Nelson Bobb,1950,1953,G,6-0,170,"February 25, 1924",Temple University,False
/players/b/bobbito01.html,Tony Bobbitt,2005,2005,G,6-4,190,"October 22, 1979",University of Cincinnati,False
/players/b/bockhbu01.html,Bucky Bockhorn,1959,1965,G,6-4,200,"July 8, 1933",University of Dayton,False
/players/b/boerwto01.html,Tom Boerwinkle,1969,1978,C,7-0,265,"August 23, 1945",University of Tennessee,False
/players/b/boganke01.html,Keith Bogans,2004,2014,G-F,6-5,215,"May 12, 1980",University of Kentucky,True
/players/b/bogdabo02.html,Bojan Bogdanovic,2015,2015,G-F,6-7,216,"April 18, 1989",,True
/players/b/boguemu01.html,Muggsy Bogues,1988,2001,G,5-3,136,"January 9, 1965",Wake Forest University,False
/players/b/bogutan01.html,Andrew Bogut,2006,2015,C,7-0,245,"November 28, 1984",University of Utah,True
/players/b/bohanet01.html,Etdrick Bohannon,1998,2001,F,6-9,220,"May 29, 1973",Auburn University at Montgomery,False
/players/b/bolma01.html,Manute Bol,1986,1995,C,7-7,200,"October 16, 1962",University of Bridgeport,False
/players/b/bolgebi01.html,Bill Bolger,1954,1954,F,6-5,205,"August 21, 1931",Georgetown University,False
/players/b/bolstdo01.html,Doug Bolstorff,1958,1958,G,6-4,195,"October 29, 1931",University of Minnesota,False
/players/b/bonsage01.html,George Bon Salle,1962,1962,F,6-8,220,"July 1, 1935",University of Illinois at Urbana-Champaign,False
/players/b/bondph01.html,Phil Bond,1978,1978,G,6-2,175,"July 27, 1954",University of Louisville,False
/players/b/bondwa01.html,Walter Bond,1993,1995,G,6-5,200,"February 1, 1969",University of Minnesota,False
/players/b/boneyde01.html,Dexter Boney,1997,1997,G,6-4,185,"April 27, 1970","University of Nevada, Las Vegas",False
/players/b/bonharo01.html,Ron Bonham,1965,1968,F,6-5,192,"May 31, 1942",University of Cincinnati,False
/players/b/bonnean01.html,Anthony Bonner,1991,1996,F,6-8,215,"June 8, 1968",Saint Louis University,False
/players/b/bonnema01.html,Matt Bonner,2005,2015,F,6-10,240,"April 5, 1980",University of Florida,True
/players/b/bookebu01.html,Butch Booker,1970,1970,C,6-10,230,"July 20, 1945",Cheyney University of Pennsylvania,False
/players/b/bookeme01.html,Melvin Booker,1996,1997,G,6-1,185,"August 20, 1972",University of Missouri,False
/players/b/booketr01.html,Trevor Booker,2011,2015,F,6-7,240,"November 25, 1987",Clemson University,True
/players/b/boonejo01.html,Josh Boone,2007,2010,F-C,6-10,237,"November 21, 1984",University of Connecticut,False
/players/b/boonero01.html,Ron Boone,1969,1981,G-F,6-2,200,"September 6, 1946",Idaho State University,False
/players/b/boothca01.html,Calvin Booth,2000,2009,C,6-11,230,"May 7, 1976",Pennsylvania State University,False
/players/b/boothke01.html,Keith Booth,1998,1999,F,6-6,226,"October 9, 1974",University of Maryland,False
/players/b/boozebo01.html,Bob Boozer,1961,1971,F,6-8,215,"April 26, 1937",Kansas State University,False
/players/b/boozeca01.html,Carlos Boozer,2003,2015,F-C,6-9,258,"November 20, 1981",Duke University,True
/players/b/borchcu01.html,Curtis Borchardt,2004,2005,C,7-0,240,"September 13, 1980",Stanford University,False
/players/b/bornhja01.html,Jake Bornheimer,1949,1950,F-C,6-5,200,"June 29, 1927",Muhlenberg College,False
/players/b/borrela01.html,Lazaro Borrell,2000,2000,F,6-8,220,"September 20, 1972",,False
/players/b/borsaik01.html,Ike Borsavage,1951,1951,C-F,6-8,220,"July 25, 1924",Temple University,False
/players/b/borylvi01.html,Vince Boryla,1950,1954,F,6-5,210,"March 11, 1927",University of Denver,False
/players/b/boshch01.html,Chris Bosh,2004,2015,F-C,6-11,235,"March 24, 1984",Georgia Institute of Technology,True
/players/b/bostiji01.html,Jim Bostic,1978,1978,F,6-7,225,"January 28, 1953",New Mexico State University,False
/players/b/bostola01.html,Lawrence Boston,1980,1980,F,6-8,225,"May 18, 1956",University of Maryland,False
/players/b/bosweto01.html,Tom Boswell,1976,1984,F-C,6-9,220,"October 2, 1953",University of South Carolina,False
/players/b/boumtru01.html,Ruben Boumtje-Boumtje,2002,2004,C,7-0,257,"May 20, 1978",Georgetown University,False
/players/b/bovendo01.html,Don Boven,1950,1953,F-G,6-4,210,"March 6, 1925",Western Michigan University,False
/players/b/bowdlca01.html,Cal Bowdler,2000,2002,F,6-10,245,"March 31, 1977",Old Dominion University,False
/players/b/bowenbr01.html,Bruce Bowen,1997,2009,F,6-7,185,"June 14, 1971","California State University, Fullerton",False
/players/b/bowenry01.html,Ryan Bowen,2000,2010,F,6-7,215,"November 20, 1975",University of Iowa,False
/players/b/bowento01.html,Tommie Bowens,1968,1970,F-C,6-8,220,"July 7, 1940",Grambling State University,False
/players/b/bowiean01.html,Anthony Bowie,1989,1998,G-F,6-6,190,"November 9, 1963",University of Oklahoma,False
/players/b/bowiesa01.html,Sam Bowie,1985,1995,C-F,7-1,235,"March 17, 1961",University of Kentucky,False
/players/b/bowlior01.html,Orbie Bowling,1968,1968,C,6-10,215,"March 21, 1939",University of Tennessee,False
/players/b/bowmair01.html,Ira Bowman,2000,2002,G,6-5,195,"June 11, 1973",University of Pennsylvania,False
/players/b/bowmana01.html,Nate Bowman,1967,1972,C,6-10,230,"March 19, 1943",Wichita State University,False
/players/b/boycedo01.html,Donnie Boyce,1996,1997,G,6-5,196,"September 2, 1973",University of Colorado,False
/players/b/boydde01.html,Dennis Boyd,1979,1979,G,6-1,175,"May 21, 1954",University of Detroit Mercy,False
/players/b/boydfr01.html,Freddie Boyd,1973,1978,G,6-2,180,"June 13, 1950",Oregon State University,False
/players/b/boydke01.html,Ken Boyd,1975,1975,F,6-5,195,"March 25, 1952",Boston University,False
/players/b/boykiea01.html,Earl Boykins,1999,2012,G,5-5,135,"June 2, 1976",Eastern Michigan University,False
/players/b/boykoha01.html,Harry Boykoff,1950,1951,C,6-10,225,"July 24, 1922",St. John's University,False
/players/b/boynewi01.html,Winford Boynes,1979,1981,G-F,6-6,185,"May 17, 1957",University of San Francisco,False
/players/b/bozemce01.html,Cedric Bozeman,2007,2007,G,6-6,207,"March 7, 1983","University of California, Los Angeles",False
/players/b/bracest01.html,Steve Bracey,1973,1975,G,6-1,175,"August 1, 1950",University of Tulsa,False
/players/b/brackcr01.html,Craig Brackins,2011,2012,F,6-10,230,"October 9, 1987",Iowa State University,False
/players/b/braddga01.html,Gary Bradds,1965,1971,F,6-8,210,"July 26, 1942",Ohio State University,False
/players/b/bradlal02.html,Alex Bradley,1982,1982,F,6-6,215,"October 30, 1959",Villanova University,False
/players/b/bradlal01.html,Alonzo Bradley,1978,1980,F,6-6,190,"October 16, 1953",Texas Southern University,False
/players/b/bradlav01.html,Avery Bradley,2011,2015,G,6-2,180,"November 26, 1990",University of Texas at Austin,True
/players/b/bradlbi02.html,Bill Bradley,1968,1968,G,5-11,165,"June 16, 1941",,False
/players/b/bradlbi01.html,Bill Bradley*,1968,1977,F-G,6-5,205,"July 28, 1943",Princeton University,False
/players/b/bradlch01.html,Charles Bradley,1982,1984,G,6-5,215,"May 16, 1959",University of Wyoming,False
/players/b/bradldu01.html,Dudley Bradley,1980,1989,G-F,6-6,195,"March 19, 1957",University of North Carolina,False
/players/b/bradlji01.html,Jim Bradley,1974,1976,F,6-8,215,"March 16, 1952",Northern Illinois University,False
/players/b/bradljo01.html,Joe Bradley,1950,1950,G,6-3,175,"September 24, 1928",Oklahoma State University,False
/players/b/bradlmi01.html,Michael Bradley,2002,2006,F,6-10,245,"April 18, 1979",Villanova University,False
/players/b/bradlsh01.html,Shawn Bradley,1994,2005,C,7-6,235,"March 22, 1972",Brigham Young University,False
/players/b/bradtma01.html,Mark Bradtke,1997,1997,C-F,6-10,265,"September 27, 1968",,False
/players/b/braggma01.html,Marques Bragg,1996,1996,F,6-8,230,"March 24, 1970",Providence College,False
/players/b/braggto01.html,Torraye Braggs,2004,2005,F,6-8,245,"May 15, 1976",Xavier University,False
/players/b/bramlaj01.html,A.J. Bramlett,2000,2000,C,6-10,227,"January 10, 1977",University of Arizona,False
/players/b/brancad01.html,Adrian Branch,1987,1990,F-G,6-7,185,"November 17, 1963",University of Maryland,False
/players/b/brandel01.html,Elton Brand,2000,2015,F,6-8,275,"March 11, 1979",Duke University,True
/players/b/brandte01.html,Terrell Brandon,1992,2002,G,5-11,180,"May 20, 1970",University of Oregon,False
/players/b/brannbo01.html,Bob Brannum,1950,1955,F-C,6-5,215,"May 28, 1925",Michigan State University,False
/players/b/bransbr01.html,Brad Branson,1982,1983,C-F,6-10,220,"September 24, 1958",Southern Methodist University,False
/players/b/bransje01.html,Jesse Branson,1966,1968,F,6-7,195,"January 7, 1942",Elon University,False
/players/b/brascji01.html,Jim Brasco,1953,1953,G,6-1,170,"February 3, 1931",New York University,False
/players/b/bratzmi01.html,Mike Bratz,1978,1986,G,6-2,185,"October 17, 1955",Stanford University,False
/players/b/braunca01.html,Carl Braun,1948,1962,G-F,6-5,180,"September 25, 1927",Colgate University,False
/players/b/breauti01.html,Tim Breaux,1995,1998,F,6-7,215,"September 19, 1970",University of Wyoming,False
